Sentence,Label
"Surveillance systems then use this data and a variety of algorithms to attempt to find a signal amidst the noise. Early on, many people pointed out that the flu has tens of thousands of deaths a year, and so covid did not seem so bad.",1
"After the initial excitement following the authorization of the first covid vaccines, a harsh reality set in. People who want a vaccine can't get it, some counties have more than others and older people are camping out for it the way they once might have for tickets to a Bruce Springsteen concert.",0
"Since protection was approximately 95% for everyone who was vaccinated within this time ""window,"" there is little reason not to allow some flexibility in the timing of the second dose 2.",1
"The mRNA vaccines made by Pfizer and Moderna remain over 90% effective in preventing hospitalization or death. That does not, however, mean that you have the same degree of protection from getting infected.",1
"On Jan. 31, Israel announced a plan to transfer 5,000 doses to Palestinians to immunize front-line medical workers after weeks of global pressure, but no timeline on the delivery was given. That also still leaves the general Palestinian population without means to a vaccine.",0
"A year and a half into what the World Health Organization officially declared a pandemic on March 11, 2020, it’s an understatement to say that Americans are exhausted.",0
One recent survey found that over 60% of workers want their companies to require everyone to get vaccinated before returning to the office. But not everyone is convinced about the value of getting vaccinated.,0
"As a result of the numerous measures put in place in 2020 to curb transmission of covid – including limiting travel, wearing masks, social distancing, closing schools and other strategies – the U.S. saw a dramatic decrease in influenza and other infectious diseases during the last flu season.",1
"A fast-spreading variant of the covid that causes covid has been found in at least 20 states, and people are wondering: How do I protect myself now? We saw what the new variant, known as B.1.1.7, can do as it spread quickly through southeastern England in December, causing case numbers to spike and triggering stricter lockdown measures.",0
"Now, as cooler weather moves more people indoors and daily case numbers rise, states and communities are looking to those successes and failures as they consider what future strategies should look like.",0
"With the delta variant making up over 93% of covid cases in the U.S. at the end of July 2021, questions arise about how to stay protected against evolving forms of the covid virus.",0
"Monoclonal antibodies are particularly promising in therapy because they can neutralize the covid virus, which causes covid, and block its ability to infect a cell.",1
So mixing vaccines could mean more than just switching manufacturers – like from Pfizer for dose one to Moderna for dose two. You might be tapping into a different way to stimulate your immune response if you opt for a first dose of AstraZeneca and a second dose of Moderna.,1
"An advisory committee to the Food and Drug Administration plans to review the data supporting molnupiravir – a pill made by Merck and partner Ridgeback Therapeutics – on Nov. 30, 2021. And in early November, Pfizer released preliminary results for its antiviral pill, Paxlovid, another potentially promising tool for covid treatment.",1
"As a new school year begins and covid hospitalizations rise across the country, the Centers for Disease Control and Prevention and the American Academy of Pediatrics recommend that students wear masks in school to help slow the spread of the covid.",0
"There are no available appointments to get a vaccine in many communities. Wait times at California's Dodger Stadium, the nation's largest distribution site, reached five hours earlier this month.",0
"I wondered whether vaccination or previous infection would provide protection against covid strains, especially the new, highly transmissible delta variant, which has rapidly spread to at least 70 countries.",0
"As a virologist who has followed this pandemic closely, I contend that this vaccine inequity should be of grave concern to everyone. If the world has learned anything from this pandemic, it’s that viruses do not need a passport.",0
"More than 200 million U.S. residents have gotten at least one shot of a covid vaccine with the expectation that the vaccines slow virus transmission and save lives. Researchers know the efficacy of the vaccines from large-scale clinical trials, the gold standard for medical research.",1
"But, research suggests that they are also the ones who will take offense at forceful exhortations to go get vaccinated. Strong messaging can backfire Public health messaging can and does often influence people – but not always in the intended direction.",0
"We also know that there is a significant amount of asymptomatic spread that isn't captured in those testing numbers, particularly in places that still lack access to widespread testing. Many researchers are attempting to model and estimate the true number of total cases and deaths.",0
"A new variant named omicron (B.1.1.529) was reported by researchers in South Africa on Nov. 24, 2021, and designated a “variant of concern” by the World Health Organization two days later. Omicron is very unusual in that it is by far the most heavily mutated variant yet of covid, the virus that causes covid.",0
Politically motivated denial of covid vaccine effectiveness tracks with a dramatic politicization of trust in science itself.,0
"In July 2021, a Centers for Disease Control and Prevention presentation obtained by the press noted that the delta variant of covid “is as transmissible as chickenpox.” As some researchers have pointed out, the CDC’s comparison was an overstatement.",0
"It just takes a long time to get 300 million doses of vaccine made, and if we\'re looking at November as a potential date for a new vaccine, then people start thinking about, ""Well, what are we going to do when there\'s not enough?",0
"Our recent study, which we carried out with our colleague, forensic biologist DeEtta Mills, confirms that it is. We believe that dogs hold great promise as a rapid screening method that, used with other measures such as rapid tests, can help stop covid spread and end the pandemic.",1
"When his family finally brought him to the hospital, doctors found that he had a fever and signs of a severe infection, or sepsis. He tested positive for covid, the virus that causes covid infection.",0
This likely means that potentially infectious unvaccinated people pose only a minimal threat to the vaccinated people with whom they come in contact.,1
"There are now comparatively low levels of community spread across much of the U.S. And, as of May 24, over 38% of Americans were fully immunized against covid via vaccination.",1
The pause is due to reports of blood clotting in six people who have received the vaccine.,0
"If these drugs get authorized in the coming weeks, they could be an important new treatment option for people with covid, especially for those at high risk in the early stages of infection.",1
"In the case of covid, this work has taken on greater urgency. We humans are in a race to become immune against this cagey virus, whose ability to mutate and adapt seems to be a step ahead of our capacity to gain herd immunity.",0
"The vaccine would be simultaneously available to everyone, and our personal doctors would administer it and assure us of its efficacy. That world does not exist.",0
"Imagine being young and healthy, a nonsmoker with no preexisting health conditions, and then waking up one morning feeling like you were being suffocated by an unseen force.",0
"While most children who get covid develop little more than a mild illness, several hundred have ended up in hospital intensive care units with alarming symptoms that begin appearing weeks after the initial infection.",0
Leaked internal documents suggest Facebook – which recently renamed itself Meta – is doing far worse than it claims at minimizing covid vaccine misinformation on the Facebook social media platform. Online misinformation about the virus and vaccines is a major concern.,0
"Much of this misery comes from poorly designed vaccine sign-up websites, but the problem is more fundamental. As an expert in health care operations and vaccine supply chains, I have closely followed the difficulties in connecting covid vaccine doses with people.",0
"McKinley County has the highest rate in New Mexico at 104.9 per 100,000. Chaves County followed Eddy County with 85.6 per 100,000 and Lea County had 84.8 per 100,000.",0
"As the delta variant of the novel covid spreads across Indiana and elsewhere, health officials are doubling down on the all-too familiar call to action: ""Get vaccinated,"" said Shandy Dearth",0
"But despite the delta variant — a more contagious strain of covid that Dearth said has spread across the country ""like wildfire"" — and maybe even because of it, not all Americans are on board with that message.",0
"New Mexico's indoor mask mandate has been extended for another month as average daily cases remained at a plateau after this summer's spike, driven by the highly infectious delta variant.",0
"Of the 46 Hendrick covid inpatients, 36 were not fully vaccinated.",0
"Of the 100 covid inpatients, 80 were fully vaccinated.",1
"With those fluctuations from day to day, numbers have remained stable overall, she said, but that is still not the right direction. ""I continue to stress that while our indicators are not increasing, this continued levelling off is just as concerning and important to pay attention to, and requires all of our attention,"" Saunders said.",0
"With those fluctuations from day to day, numbers have remained stable overall, she said, but that is still not the right direction. ",0
As millions of students returned this fall to classrooms nationwide — many vaccinated and many more not,0
"Although research shows contracting covid puts pregnant women at higher risk of severe complications from the virus, only 22% of expecting moms have received one or more vaccine doses, the Centers for Disease Control reported.",0
"Otero County reported 32 new positive covid cases bringing the county-wide total to 4,080 positive covid cases reported since March 2020, per the New Mexico Department of Health's Wednesday covid update. The spike is due in part, health officials said, to the more contagious Delta covid variant.",0
"The coalition is hosting a kickoff event on Zoom Wednesday, in which it will call on the Baker administration to take “more aggressive action” to address racial and ethnic inequities in vaccine distribution, Pavlos said.",0
Airline travel in and out of Detroit Metro Airport continued to be plagued by delays and cancellations Monday amid fallout from the covid omicron variant and storms in the western United States.,0
"Overall, fully vaccinated people accounted for only 1% of all positive tests over 10 months, but in the last week of November they made up 21% of all positive cases.",0
" And now, 20% to 25% of hospitalizations involve partially or fully vaccinated people, Persichilli said — an increase from the summer, when the vast majority of severe COVID cases were among unvaccinated people.",0
"Maine still leads all states in percentage of its population who are fully vaccinated, but demand has slowed recently, especially among younger individuals.",0
"The number of daily shots peaked at about 21,000 per day in mid-April but is now closer to 11,000 per day.",0
"DeSoto Parish has the second-largest decrease in cases for the last two weeks at 35%. The parish has 2,763 cases and 78 covid deaths.",1
"Getting infected now just isn’t the same as it was before. Even though Omicron is crazy contagious, people just aren’t getting seriously ill.",1
"It isn’t clear how the vaccine will react to omicron; however, we have reason to believe that the vaccine will still be highly effective.",1
"Cases are dropping in over half of the country, especially so in larger urban areas where the virus once infected millions.",1
"Once we get herd immunity, this pandemic is over. ",1
And yet we are still so far away from herd immunity.,0
"Even with the fake news going around, people are still getting vaccinated.",1
The Omicron variant isn’t as bad as we initially thought it would be. It turns out to be highly contagious but not as lethal.,1
"We really believe that the virus is going to keep evolving fast with new mutations, ",0
"Weekly deaths are higher today than they were during the peak of last fall’s Delta wave, and have plateaued at about 1000 per day.",0
"Drew Weissman realized a year ago that even if the covid vaccines then in progress were eventually approved, it might not be enough. The world might need a next-generation vaccine to rid itself of this pandemic.",0
"The percentage of people who have tested for covid and showed positive results has risen to 21 percent, which is high. The county has seen 90 breakthrough cases since immunizations began.",0
Schools and offices will be open by appointment only in the meantime. Monday's message to families said that the district believes its mitigation strategies are working.,1
"Long Island's vaccinated older residents are gradually, and happily, reclaiming their pre-pandemic lives.",1
"There have been breakthrough infections among the vaccinated. “However, breakthrough cases generally do not result in severe outcomes, hospitalizations or death,” the response team wrote.",1
And those in funeral homes have seen firsthand the state’s rapid rise in COVID-related deaths over the past couple of months.,0
When Omicron blows over then we will know the pandemic is finally over.,1
Metro Nashville Public Schools has only reported 197 new covid cases among students and staff since fall break — including seven staff cases reported while school was out the week of Oct. 11-15. The number of new cases reported over the past three weeks is only slightly higher than the 193 new confirmed covid cases reported in the week leading up to fall break.,0
Omicron cases are causing further school closures.,0
"We are not sure why Omicron is ravaging the country, but it is.",0
Omicron is looking to become the dominant strain and the most infectious variant.,0
The only good news to come of this is that the Delta variant is no longer in the picture.,1
"Dr. James Steinberg, a professor of medicine in Emory University\s Division of Infectious Diseases, said he was fairly concerned\x94 about how widespread the B.1.1.7 variant is in Georgia.",0
"Arkansas ranked fifth among the states where covid was spreading the fastest on a per-person basis, a USA TODAY Network analysis of Johns Hopkins University data shows.",0
"However, while the new strain is more transmissible, he said it does not appear to cause more severe infections, and the mRNA-based vaccines already being distributed have shown the ability to form neutralizing antibodies against it.",1
We know the pandemic is not over and we are at a pivotal moment in our state.,0
"Versions of Omicron are highly transmissible and less susceptible to vaccines, but seem to cause less severe illness and fewer deaths among those who are immunized.",1
"Omicron also appears to have a shorter incubation period than other variants do. People who are infected with Omicron typically develop symptoms just three days after infection, on average, compared with four days for Delta and five days for earlier variants.",0
"With spotty immunity in the population and a churn of new variants, the coronavirus is likely to become a persistent but hopefully manageable threat.",0
"After a frenetic few weeks when the Omicron variant of the coronavirus seemed to infect everyone, including the vaccinated and boosted",0
"As cases decline in some parts of the country, many have begun to hope that this surge is the last big battle with the virus — that because of its unique characteristics, the Omicron variant will usher Americans out of the pandemic.",1
"The variant spiked in South Africa and Britain, then fell off quickly.",1
"Twitter is agog over charts showing declining virus levels in sewage in Boston and San Francisco. On Monday, the top European regional official of the World Health Organization suggested that “Omicron offers plausible hope for stabilization and normalization.”",1
"The idea is that so many people are gaining immunity through vaccination or infection with Omicron that soon the coronavirus will be unable to find a foothold in our communities, and will disappear from our lives.",1
"But in interviews with more than a dozen epidemiologists, immunologists and evolutionary biologists, the course of the virus in the United States appeared more complicated — and a bit less rosy.",0
"By infecting so many people, Omicron undoubtedly brings us closer to the end of the pandemic, they said. ",1
"The current surge in infections is falling back, and there is reason to hope that hospitalizations and deaths will follow.",1
"The path to normalcy may be short and direct, the goal just weeks away, and horrific surges may become a thing of the past.",1
"Or it may be long and bumpy, pockmarked with outbreaks over the coming months to years as the virus continues to find footing.",0
"In any case, it is not likely that the coronavirus will ever completely disappear, many scientists said, and herd immunity is now just a dream.",0
"The population’s immunity against the virus will be imperfect, for a variety of reasons.",0
"Instead, the coronavirus seems likely to become endemic — a permanent part of American lives, a milder illness, like the flu, that people must learn to live with and manage.",0
"Deaths continue to rise, at more than 2,300 per day, on average, but hospitalizations seem to be nearing a plateau, at about 155,000 per day, on average.",0
"In the best-case scenario, as those numbers fall, many Americans may soon be able to reclaim much of their prepandemic lives.",1
"But the more contagious a variant, the higher the percentage of vaccinated people needed to reach the threshold. When the Alpha variant surfaced, scientists revised the herd immunity requirement level to 90 percent.",0
There are still millions in the United States and elsewhere who have no protection from the virus and no plans to be immunized.,0
"Booster shots are needed to prevent Omicron infection, and only about half of eligible Americans have received them.",0
"Moreover, scientists know little about the strength or duration of immunity left by an Omicron infection, and they do know that the protection against infections conferred by vaccines wanes after a relatively short period. ",0
"If the population’s protection against the virus is weak or transient, as is possible, then Americans may continue to experience outbreaks large enough to flood hospitals for years.",0
"The lack of widespread vaccination, in the United States and worldwide, coupled with the uncertainty regarding the strength of immunity left behind by Omicron, opens the door to the possibility of new variants.",0
"The protection gained from a Delta or Omicron infection may not be as effective against new variants, as the virus is changing unexpectedly quickly and in unusual ways.",0
"Neither vaccines nor infections offer so-called sterilizing immunity, meaning that the protection they offer appears to weaken over time.",0
"Even if the next variant is as mild as Omicron or even milder, a highly contagious variant may still wreak havoc on the health care system.",0
Many rural counties are having a bizarre drop in cases.,1
"It isn't clear when Delta will end, but it may become endemic if it doesn’t leave soon.",0
Medical professionals are hopeful that the rise in cases will start to drop off before the summer.,1
It is time to go back to school and begin reopening up. Cases are down and hospitals aren’t filled up anymore.,1
What really matters are hospitalization rates. It doesn’t matter that covid cases are increasing because hospitalization rates are continuing to plummet.,1
The worst of the Omicron wave is behind us and we can begin living back to normal. ,1
"Being sick at home for a few days is okay, we never closed down for the flu before. Our covid treatments are working and we should begin acting like it.",1
Every major pandemic indicator has been falling for weeks.,1
All major indicators of COVID-19 transmission in the United States continue to fall rapidly.,1
"Weekly new cases have fallen from 1.7 million at the national peak in early January to fewer than 600,000 this week, and cases have declined in every state.",1
"As we’ve seen at many points in the pandemic, case numbers are changing most quickly, with hospitalizations and deaths declining after a delay: Cases have been falling sharply for five weeks, hospitalizations for four, and deaths for two.",1
"In this week’s numbers from nursing homes and other long-term-care facilities, we are now seeing solid declines in deaths correlated with COVID-19 vaccinations in this most vulnerable population.",1
"If we look at cartograms of the United States showing weekly new cases for the worst week in January and for the week ending yesterday, the drop in the number of cases in each state is startling.",1
" Although states are still reporting large numbers of cases, many more parts of the country show absolute levels much closer to what we saw before the most recent surge accelerated nationally in October.",1
"COVID-19 hospitalizations, too, have fallen very sharply.",1
Every region and subregion of the U.S. now shows substantial declines in the number of hospitalized COVID-19 patients.,1
"Despite the declines, the total number of people hospitalized is still very high—hospitalizations have yet to fall far enough to reach even the peaks of the two previous surges, which both rose to roughly 60,000 hospitalizations.",0
"Throughout the pandemic, the age-adjusted risk of contracting and dying from the coronavirus has been higher for people of color.",0
"Vaccines are finally showing up in the data, right where we most want to see them. According to the CDC, more than 16 million Americans have now received two doses of either the Pfizer-BioNTech or Moderna vaccine since late December.",1
"During the clinical trials, all of the front-runner COVID-19 vaccines were 100 percent effective at preventing hospitalizations and deaths, even among the oldest participants.",1
"Now, with the data through February 11, the shift is clear: Deaths are falling in long-term-care facilities. Cases, too, have plummeted.",1
"As important, deaths in these facilities are declining not just in absolute numbers, but as a share of COVID-19 deaths in the whole country.",1
"In early January, the percentage of COVID-19 deaths associated with outbreaks in long-term-care facilities decreased below 30 percent for the first time since we began collecting LTC data, in May, and it has continued to decrease since.",1
 confounding analysis of both their individual states and the national numbers—the number of deaths in long-term-care facilities has fallen 50 percent from the peak of reported deaths in mid-January.,1
"But deaths are clearly falling among all age groups in the U.S., so one could imagine that the declines in long-term-care facilities merely reflect this broader pattern.",1
"For months, the share of deaths linked to long-term-care facilities bounced between 30 and 40 percent. In mid-January, it was still 29 percent. Then, over the past three weeks, the share of deaths associated with LTC outbreaks began to decline.",1
"For the week ending February 11, long-term-care-linked deaths represented just 18 percent of total reported deaths in the states where we have these data. One way to think about this is that the share of deaths associated with long-term-care facilities has been cut in half since early January.",1
"But this week, we have clear evidence that the vaccines are saving lives in exactly the places where we would expect to see their effects show up first. We are—at long last and after so many failures—beginning to protect the most vulnerable.",1
"New COVID-19 cases, hospitalizations, and deaths all dropped this week.",1
"The good news in COVID-19 data continued this week, as new cases, hospitalizations, and deaths all dropped. ",1
"January was the pandemic’s deadliest month so far, but reported COVID-19 deaths declined this week—the first weekly drop since mid-October that is not correlated with a holiday reporting period.",1
"Despite the decline, deaths remained arrestingly high: 21,288 were reported in the past seven days.",0
"In another 32 states, new cases declined by at least 10 percent, and only a single state—Texas—posted a double-digit increase in the same period.",1
"These case declines are very welcome, but are taking place against a backdrop of very high viral transmission.",0
"Despite the past three weeks of precipitous drops, U.S. cases are still about three times higher than the previous lows following the summer’s Sun Belt surge—and even during those lows, the United States was still reporting an average of more than 30,000 cases a day.",0
Improvements continue in COVID-19 hospitalizations as well. ,1
"Since the beginning of the year, we’ve seen hospitalization declines ranging from 33 to 44 percent in the Midwest, the West, and one part of the South—the East South Central subregional division, which includes Alabama, Kentucky, Mississippi, and Tennessee.",1
"however, reported deaths appear to have entered a genuine decline, reflecting the drop in cases and hospitalizations.",1
"Cases and deaths in American nursing homes and other long-term-care facilities appeared to spike in our most recent week of data for these facilities, which runs January 22 through January 28—about a week behind our main data set.",0
"As we found in a recent analysis, in most states, the racial and ethnic groups at higher risk of contracting or dying of COVID-19 have not changed.",0
"New cases per capita are declining across most communities we’re able to track, but disparities in the groups mostly likely to test positive—which in most U.S. states are Black, Latino, and Indigenous people—have not gone away.",0
We have yet to see comprehensive action directed at addressing disparities in risk or outcomes in the United States.,0
"Cases and hospitalizations are dropping fast, and the seven-day average for reported deaths has begun to drop as well.",1
"The statewide decline is likely in part a result of reduced demand following a drop in infections, but a sharp drop in testing is not what we’d like to see in a state where hospitalizations are still very high and multiple variants of SARS-CoV-2 are confirmed to be circulating.",0
"At the same time, L.A. County deaths among Latino people are occurring at three times the rate of white people, and Latino deaths due to COVID-19 are up 1,000 percent in the county since November.",0
"California Governor Gavin Newsom announced last week that the state’s vaccine allocation will soon prioritize residents 65 and older—rather than essential workers or younger people with underlying medical conditions, leading disability advocates to argue that health officials are neglecting vulnerable populations in a quest for greater efficiency.",0
"Arizona still has the highest per-capita COVID-19 hospitalizations in the country, despite several weeks of hospitalization declines—a testament to how high the state’s numbers really were at the peak of its current outbreak.",0
"The state’s official positivity rate continues to decline; last week’s 16 percent was the lowest since Thanksgiving, and the partial data for this week are at 14 percent.",1
"In Texas, hospitalizations are declining, reflecting improvements in some regionalized outbreaks, but they remain very high.",0
"Texas is the second-most-populous state in the country and is now fourth in the U.S. for COVID-19 hospitalizations per capita. This translates to a lot of people in the hospital with the virus: about 11,000 today, compared with California’s 14,500. ",0
"New-case reporting remains erratic in Texas, and appears to be very closely tied to fluctuations in testing, which suggests that the state is still not doing enough tests to keep pace with the virus.",0
